trial,state,value,expected_mass,failure_rate,params
116,PRUNED,20.632084050066414,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 12.301689190319722, ""CHASE_BLOCK_OFFSET_MULT"": 1.4113992615718616, ""CHASE_DIRECT_RANGE_MULT"": 4.854695474680982, ""CHASE_DISTANCE_WEIGHT"": 0.4204784197628854, ""CHASE_ETA_WEIGHT"": 1.7062557060706514, ""CHASE_LOCK_BONUS"": 21.654718589385432, ""CHASE_LOCK_TICKS"": 120, ""CHASE_MAX_INTERCEPT_TICKS"": 9.391447152207313, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.7490627927551378, ""CHASE_WALL_HORIZON"": 19.39069254149682, ""ESCAPE_DIRECT_RANGE_MULT"": 4.961964554232044, ""ESCAPE_HARD_MARGIN"": 0.11735709380790035, ""ESCAPE_MOVE_WEIGHT"": 93.03226758094915, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.117619762918069, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 877.5666554215754, ""ESCAPE_WALL_WEIGHT"": 162.36060559522338, ""FOOD_CLUSTER_RADIUS"": 2.766693157247485, ""FOOD_CLUSTER_WEIGHT"": 1.1635970615669546, ""FOOD_DISTANCE_POWER"": 1.5975446724776, ""FOOD_LOCK_TICKS"": 15, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 0.5138842729324338, ""ROAM_MOMENTUM_WEIGHT"": 0.1964415227737466, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 14.958246004585298, ""SPLIT_DEPTH_COST"": 4.1052352716415825, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.4049743144685434, ""SPLIT_FRAGMENT_COST"": 0.21588376803467912, ""SPLIT_LARGER_OWNER_RATIO"": 1.04068114948238, ""SPLIT_MIN_UTILITY"": 7.380889367387525, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.6950002281771774, ""STEP_RADIUS_MULT"": 1.2967725542241464, ""VIRUS_ENEMY_RANGE_MULT"": 8.556577831424217, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 1.0623718264753073, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.1508400667650656, ""VIRUS_MAX_FARM_MASS"": 69.3001545016306}"
117,PRUNED,9.73988315365524,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 10.02824838776111, ""CHASE_BLOCK_OFFSET_MULT"": 1.2918953939015458, ""CHASE_DIRECT_RANGE_MULT"": 4.7869790185172345, ""CHASE_DISTANCE_WEIGHT"": 0.22487580776248836, ""CHASE_ETA_WEIGHT"": 2.658823212507049, ""CHASE_LOCK_BONUS"": 36.01430499620399, ""CHASE_LOCK_TICKS"": 82, ""CHASE_MAX_INTERCEPT_TICKS"": 12.570605323015748, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.3245307660373844, ""CHASE_WALL_HORIZON"": 14.781988677344511, ""ESCAPE_DIRECT_RANGE_MULT"": 5.023034931599499, ""ESCAPE_HARD_MARGIN"": 0.08612652067334357, ""ESCAPE_MOVE_WEIGHT"": 85.84199276450488, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1108638958950818, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1186.483979174109, ""ESCAPE_WALL_WEIGHT"": 167.1396120350463, ""FOOD_CLUSTER_RADIUS"": 3.38517739114651, ""FOOD_CLUSTER_WEIGHT"": 0.43829923137113896, ""FOOD_DISTANCE_POWER"": 1.483227617443766, ""FOOD_LOCK_TICKS"": 5, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.8970341926987893, ""ROAM_MOMENTUM_WEIGHT"": 0.40743855949952273, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 12.742692696886419, ""SPLIT_DEPTH_COST"": 6.271763721648826, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.639764827959057, ""SPLIT_FRAGMENT_COST"": 0.1991512347847639, ""SPLIT_LARGER_OWNER_RATIO"": 0.9654002869219742, ""SPLIT_MIN_UTILITY"": 9.113885201363985, ""SPLIT_PLAN_WAIT_TICKS"": 3, ""SPLIT_REACH_RELIABILITY"": 0.7899166186483588, ""STEP_RADIUS_MULT"": 1.4495082974324867, ""VIRUS_ENEMY_RANGE_MULT"": 5.867991050015903, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 2.5278615898596972, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.5653841264890935, ""VIRUS_MAX_FARM_MASS"": 151.3311345766652}"
118,PRUNED,21.97659683563229,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 4.7108260058696985, ""CHASE_BLOCK_OFFSET_MULT"": 1.3810183361813255, ""CHASE_DIRECT_RANGE_MULT"": 4.447906481136744, ""CHASE_DISTANCE_WEIGHT"": 0.6187964263089661, ""CHASE_ETA_WEIGHT"": 1.9396843100237522, ""CHASE_LOCK_BONUS"": 27.175051711974845, ""CHASE_LOCK_TICKS"": 71, ""CHASE_MAX_INTERCEPT_TICKS"": 14.062515920881914, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.24620959275215942, ""CHASE_WALL_HORIZON"": 21.835112780166654, ""ESCAPE_DIRECT_RANGE_MULT"": 7.558176390627611, ""ESCAPE_HARD_MARGIN"": 0.02789802750258028, ""ESCAPE_MOVE_WEIGHT"": 94.81771407157902, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.067049134829745, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 678.9813799009557, ""ESCAPE_WALL_WEIGHT"": 131.41481816594646, ""FOOD_CLUSTER_RADIUS"": 5.417783272718014, ""FOOD_CLUSTER_WEIGHT"": 1.0930160338483994, ""FOOD_DISTANCE_POWER"": 2.16894556416286, ""FOOD_LOCK_TICKS"": 9, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""virus_before_chase"", ""ROAM_CENTER_WEIGHT"": 0.42361513642133686, ""ROAM_MOMENTUM_WEIGHT"": 0.3500725437443304, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 3.3750592174118337, ""SPLIT_DEPTH_COST"": 4.413146148296946, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.421683657133078, ""SPLIT_FRAGMENT_COST"": 0.07654062472204458, ""SPLIT_LARGER_OWNER_RATIO"": 0.9895728710624863, ""SPLIT_MIN_UTILITY"": 5.358558754116652, ""SPLIT_PLAN_WAIT_TICKS"": 4, ""SPLIT_REACH_RELIABILITY"": 0.6771605213761004, ""STEP_RADIUS_MULT"": 1.38373410812707, ""VIRUS_ENEMY_RANGE_MULT"": 5.711357641028279, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 2.993598895924887, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.6060673198259661, ""VIRUS_MAX_FARM_MASS"": 246.79975783175885}"
119,PRUNED,27.51421515304968,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 6.07920035998917, ""CHASE_BLOCK_OFFSET_MULT"": 0.8899897072551006, ""CHASE_DIRECT_RANGE_MULT"": 4.884032722628064, ""CHASE_DISTANCE_WEIGHT"": 0.41946738180337517, ""CHASE_ETA_WEIGHT"": 4.314659870309895, ""CHASE_LOCK_BONUS"": 42.72253415357326, ""CHASE_LOCK_TICKS"": 71, ""CHASE_MAX_INTERCEPT_TICKS"": 17.312579092135856, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.23342638409466052, ""CHASE_WALL_HORIZON"": 19.43025012454358, ""ESCAPE_DIRECT_RANGE_MULT"": 5.668987557892913, ""ESCAPE_HARD_MARGIN"": 0.10357008935589498, ""ESCAPE_MOVE_WEIGHT"": 152.74130571480512, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.07537656847818, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 585.6497151108862, ""ESCAPE_WALL_WEIGHT"": 119.51199591614039, ""FOOD_CLUSTER_RADIUS"": 6.86138190505486, ""FOOD_CLUSTER_WEIGHT"": 0.3909284540955119, ""FOOD_DISTANCE_POWER"": 1.903896303505444, ""FOOD_LOCK_TICKS"": 11, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 12, ""ORDER_PROFILE"": ""virus_before_chase"", ""ROAM_CENTER_WEIGHT"": 0.7590545532686138, ""ROAM_MOMENTUM_WEIGHT"": 0.610242891199235, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 7.069147856028623, ""SPLIT_DEPTH_COST"": 5.311927779648483, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.7331465837725658, ""SPLIT_FRAGMENT_COST"": 0.19913868636073126, ""SPLIT_LARGER_OWNER_RATIO"": 1.0591615474201832, ""SPLIT_MIN_UTILITY"": 5.122306956889375, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.640621060788411, ""STEP_RADIUS_MULT"": 1.294208160437166, ""VIRUS_ENEMY_RANGE_MULT"": 5.7459612440585275, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 3.365351993119012, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.8220515634144487, ""VIRUS_MAX_FARM_MASS"": 76.47806914637057}"
120,PRUNED,24.51243052765934,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 5.180094347951174, ""CHASE_BLOCK_OFFSET_MULT"": 1.496243886732385, ""CHASE_DIRECT_RANGE_MULT"": 2.8988682077535524, ""CHASE_DISTANCE_WEIGHT"": 0.1218707856362525, ""CHASE_ETA_WEIGHT"": 3.003919369869043, ""CHASE_LOCK_BONUS"": 11.558475585112845, ""CHASE_LOCK_TICKS"": 45, ""CHASE_MAX_INTERCEPT_TICKS"": 16.74743149281451, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.40418392136953096, ""CHASE_WALL_HORIZON"": 31.043489913582334, ""ESCAPE_DIRECT_RANGE_MULT"": 5.3838304340338, ""ESCAPE_HARD_MARGIN"": 0.2515919175634371, ""ESCAPE_MOVE_WEIGHT"": 143.38343623276873, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1189649034262288, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 758.1447917718999, ""ESCAPE_WALL_WEIGHT"": 110.26306508337645, ""FOOD_CLUSTER_RADIUS"": 5.044019303177866, ""FOOD_CLUSTER_WEIGHT"": 0.8054947028955811, ""FOOD_DISTANCE_POWER"": 1.9208811631445197, ""FOOD_LOCK_TICKS"": 8, ""MAX_ENEMIES"": 18, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_then_split"", ""ROAM_CENTER_WEIGHT"": 0.27846370900629247, ""ROAM_MOMENTUM_WEIGHT"": 0.8786789839425742, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 9.64962027538585, ""SPLIT_DEPTH_COST"": 6.0086511971805665, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.19661877509595163, ""SPLIT_FRAGMENT_COST"": 0.1548168269143336, ""SPLIT_LARGER_OWNER_RATIO"": 1.0237448161861422, ""SPLIT_MIN_UTILITY"": 7.52897353433051, ""SPLIT_PLAN_WAIT_TICKS"": 3, ""SPLIT_REACH_RELIABILITY"": 0.733487659250195, ""STEP_RADIUS_MULT"": 1.265049774067552, ""VIRUS_ENEMY_RANGE_MULT"": 5.503568412853532, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 1.2209494125672802, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.9088296250039161, ""VIRUS_MAX_FARM_MASS"": 281.5144672846195}"
121,COMPLETE,29.328394554765453,28.913242401969484,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 8.522758441404447, ""CHASE_BLOCK_OFFSET_MULT"": 1.4822594006716643, ""CHASE_DIRECT_RANGE_MULT"": 4.948754479851881, ""CHASE_DISTANCE_WEIGHT"": 0.9776111129744146, ""CHASE_ETA_WEIGHT"": 1.0419917606075242, ""CHASE_LOCK_BONUS"": 48.093721077298234, ""CHASE_LOCK_TICKS"": 92, ""CHASE_MAX_INTERCEPT_TICKS"": 11.65963133736267, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.46411451833904893, ""CHASE_WALL_HORIZON"": 17.587325308195073, ""ESCAPE_DIRECT_RANGE_MULT"": 5.340899685288204, ""ESCAPE_HARD_MARGIN"": 0.03535606132143739, ""ESCAPE_MOVE_WEIGHT"": 83.26049904929644, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1415435418685738, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 939.9688274750403, ""ESCAPE_WALL_WEIGHT"": 129.00789914964653, ""FOOD_CLUSTER_RADIUS"": 3.255253595366735, ""FOOD_CLUSTER_WEIGHT"": 2.1378949724811953, ""FOOD_DISTANCE_POWER"": 1.7195181245754507, ""FOOD_LOCK_TICKS"": 22, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.821792304018747, ""ROAM_MOMENTUM_WEIGHT"": 0.14984901030975714, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 12.991314786083572, ""SPLIT_DEPTH_COST"": 3.976480884042485, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 2.070172914691466, ""SPLIT_FRAGMENT_COST"": 0.5592776960307007, ""SPLIT_LARGER_OWNER_RATIO"": 0.9651064318869084, ""SPLIT_MIN_UTILITY"": 8.832277999734409, ""SPLIT_PLAN_WAIT_TICKS"": 3, ""SPLIT_REACH_RELIABILITY"": 0.7679583529476766, ""STEP_RADIUS_MULT"": 1.3946552598937259, ""VIRUS_ENEMY_RANGE_MULT"": 8.833505730345053, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 2.9075737622439353, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.273307376236539, ""VIRUS_MAX_FARM_MASS"": 142.4610540067451}"
122,COMPLETE,26.356861310769126,26.240227441918112,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.221190169491017, ""CHASE_BLOCK_OFFSET_MULT"": 1.4372233566915078, ""CHASE_DIRECT_RANGE_MULT"": 4.724454708072878, ""CHASE_DISTANCE_WEIGHT"": 0.4304192989631785, ""CHASE_ETA_WEIGHT"": 0.785980884188103, ""CHASE_LOCK_BONUS"": 23.493657811349667, ""CHASE_LOCK_TICKS"": 90, ""CHASE_MAX_INTERCEPT_TICKS"": 13.563857080435742, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.4796247795746585, ""CHASE_WALL_HORIZON"": 19.314233182749547, ""ESCAPE_DIRECT_RANGE_MULT"": 5.559109498490352, ""ESCAPE_HARD_MARGIN"": 0.1263827485276778, ""ESCAPE_MOVE_WEIGHT"": 104.94767769757289, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0882747357636855, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 925.7136160861689, ""ESCAPE_WALL_WEIGHT"": 124.87933437985171, ""FOOD_CLUSTER_RADIUS"": 2.633666608364317, ""FOOD_CLUSTER_WEIGHT"": 2.7710969079670456, ""FOOD_DISTANCE_POWER"": 1.9137915236465068, ""FOOD_LOCK_TICKS"": 20, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""virus_before_chase"", ""ROAM_CENTER_WEIGHT"": 1.1122208751829938, ""ROAM_MOMENTUM_WEIGHT"": 0.5990488107058527, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 10.79968844295248, ""SPLIT_DEPTH_COST"": 5.777847160620937, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.070512605579895, ""SPLIT_FRAGMENT_COST"": 0.432548251222128, ""SPLIT_LARGER_OWNER_RATIO"": 0.9660500537308899, ""SPLIT_MIN_UTILITY"": 8.532656495824149, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.8045136150057243, ""STEP_RADIUS_MULT"": 1.341604992408525, ""VIRUS_ENEMY_RANGE_MULT"": 6.803308207923701, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 5.248026677355192, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 2.5418956947390323, ""VIRUS_MAX_FARM_MASS"": 125.55364628131642}"
123,COMPLETE,33.179516661200665,32.38894608220724,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 8.271665084744743, ""CHASE_BLOCK_OFFSET_MULT"": 1.2547721634164077, ""CHASE_DIRECT_RANGE_MULT"": 3.8673051748399887, ""CHASE_DISTANCE_WEIGHT"": 0.711978055170702, ""CHASE_ETA_WEIGHT"": 1.4973833694919807, ""CHASE_LOCK_BONUS"": 22.21663345074788, ""CHASE_LOCK_TICKS"": 55, ""CHASE_MAX_INTERCEPT_TICKS"": 15.82795500516987, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.32853562050282037, ""CHASE_WALL_HORIZON"": 21.570750139526602, ""ESCAPE_DIRECT_RANGE_MULT"": 6.351793027042859, ""ESCAPE_HARD_MARGIN"": 0.19527219113037964, ""ESCAPE_MOVE_WEIGHT"": 157.8122613414589, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0165801072583138, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1378.0882630836484, ""ESCAPE_WALL_WEIGHT"": 167.31855496164096, ""FOOD_CLUSTER_RADIUS"": 6.90283843544564, ""FOOD_CLUSTER_WEIGHT"": 0.5401527686356957, ""FOOD_DISTANCE_POWER"": 2.0143300181632666, ""FOOD_LOCK_TICKS"": 13, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 12, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.5492842158393003, ""ROAM_MOMENTUM_WEIGHT"": 0.5640842095037826, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 3.3956440308979943, ""SPLIT_DEPTH_COST"": 4.218444006365539, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.57578504017006, ""SPLIT_FRAGMENT_COST"": 0.17625201919559946, ""SPLIT_LARGER_OWNER_RATIO"": 1.0100546193815987, ""SPLIT_MIN_UTILITY"": 3.6227501345714623, ""SPLIT_PLAN_WAIT_TICKS"": 3, ""SPLIT_REACH_RELIABILITY"": 0.721084999840088, ""STEP_RADIUS_MULT"": 1.2876593395382165, ""VIRUS_ENEMY_RANGE_MULT"": 5.878335640925217, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 3.005741406826148, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.7116586465971949, ""VIRUS_MAX_FARM_MASS"": 92.0021981522418}"
124,PRUNED,20.539382542760876,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.435762889441989, ""CHASE_BLOCK_OFFSET_MULT"": 1.441645575192322, ""CHASE_DIRECT_RANGE_MULT"": 3.737147992610084, ""CHASE_DISTANCE_WEIGHT"": 0.7532447420965787, ""CHASE_ETA_WEIGHT"": 0.9841470047206735, ""CHASE_LOCK_BONUS"": 27.60286121820984, ""CHASE_LOCK_TICKS"": 65, ""CHASE_MAX_INTERCEPT_TICKS"": 14.367483376447472, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.4633056970278715, ""CHASE_WALL_HORIZON"": 21.38584945696203, ""ESCAPE_DIRECT_RANGE_MULT"": 4.361032044294596, ""ESCAPE_HARD_MARGIN"": 0.23069354876240528, ""ESCAPE_MOVE_WEIGHT"": 131.49075376245023, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1580938511028358, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1051.2273470161963, ""ESCAPE_WALL_WEIGHT"": 165.59973595626727, ""FOOD_CLUSTER_RADIUS"": 3.6417590227998433, ""FOOD_CLUSTER_WEIGHT"": 2.7694558424486364, ""FOOD_DISTANCE_POWER"": 1.6492686407282562, ""FOOD_LOCK_TICKS"": 10, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""virus_before_chase"", ""ROAM_CENTER_WEIGHT"": 1.0572138637592303, ""ROAM_MOMENTUM_WEIGHT"": 0.990599461512261, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 11.379921414580703, ""SPLIT_DEPTH_COST"": 5.569421786004583, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.7770056532406519, ""SPLIT_FRAGMENT_COST"": 0.2609457767735593, ""SPLIT_LARGER_OWNER_RATIO"": 0.9703707083402832, ""SPLIT_MIN_UTILITY"": 8.247743066452301, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.771105191515011, ""STEP_RADIUS_MULT"": 1.3961746648325166, ""VIRUS_ENEMY_RANGE_MULT"": 5.478945601829342, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 4.637891259061895, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 4.258024485560183, ""VIRUS_MAX_FARM_MASS"": 115.2643337082504}"
125,COMPLETE,17.175190150859336,17.575965757452675,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.980139923535218, ""CHASE_BLOCK_OFFSET_MULT"": 1.4934318178265558, ""CHASE_DIRECT_RANGE_MULT"": 3.9776800038744926, ""CHASE_DISTANCE_WEIGHT"": 0.47654707861728707, ""CHASE_ETA_WEIGHT"": 1.3850952755747086, ""CHASE_LOCK_BONUS"": 20.335462882003572, ""CHASE_LOCK_TICKS"": 85, ""CHASE_MAX_INTERCEPT_TICKS"": 14.557771221965773, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.3345305509643006, ""CHASE_WALL_HORIZON"": 22.728419599454924, ""ESCAPE_DIRECT_RANGE_MULT"": 5.817897632752375, ""ESCAPE_HARD_MARGIN"": 0.20427757441787137, ""ESCAPE_MOVE_WEIGHT"": 186.14979316737072, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0498312052688399, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1004.600022067076, ""ESCAPE_WALL_WEIGHT"": 210.41078149359217, ""FOOD_CLUSTER_RADIUS"": 6.155250141308016, ""FOOD_CLUSTER_WEIGHT"": 0.48424005441567447, ""FOOD_DISTANCE_POWER"": 1.8378489224388246, ""FOOD_LOCK_TICKS"": 11, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 12, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.5006361137076114, ""ROAM_MOMENTUM_WEIGHT"": 1.0277792735367661, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 3.529136027417045, ""SPLIT_DEPTH_COST"": 4.52578766662452, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.6659265730505867, ""SPLIT_FRAGMENT_COST"": 0.17329038843242203, ""SPLIT_LARGER_OWNER_RATIO"": 1.0657334717960076, ""SPLIT_MIN_UTILITY"": 5.70868007997168, ""SPLIT_PLAN_WAIT_TICKS"": 6, ""SPLIT_REACH_RELIABILITY"": 0.7585760455773548, ""STEP_RADIUS_MULT"": 1.4002567119919627, ""VIRUS_ENEMY_RANGE_MULT"": 7.804171964671865, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 5.39482391764621, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.5764334929803206, ""VIRUS_MAX_FARM_MASS"": 95.45925912753381}"
126,PRUNED,25.799870787968423,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 8.71347876791829, ""CHASE_BLOCK_OFFSET_MULT"": 1.151527061233283, ""CHASE_DIRECT_RANGE_MULT"": 3.7550841040785237, ""CHASE_DISTANCE_WEIGHT"": 0.44105048443090045, ""CHASE_ETA_WEIGHT"": 4.398212021892332, ""CHASE_LOCK_BONUS"": 35.961398892518126, ""CHASE_LOCK_TICKS"": 62, ""CHASE_MAX_INTERCEPT_TICKS"": 11.27442213900687, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.28795211073403665, ""CHASE_WALL_HORIZON"": 32.915182727792136, ""ESCAPE_DIRECT_RANGE_MULT"": 6.257981570824075, ""ESCAPE_HARD_MARGIN"": 0.21680420234497733, ""ESCAPE_MOVE_WEIGHT"": 153.76747487067547, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0367020832814757, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 376.65436474188266, ""ESCAPE_WALL_WEIGHT"": 113.3845413936672, ""FOOD_CLUSTER_RADIUS"": 5.333543270780231, ""FOOD_CLUSTER_WEIGHT"": 0.8682048281034241, ""FOOD_DISTANCE_POWER"": 2.1918822147568395, ""FOOD_LOCK_TICKS"": 3, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.1387932962813152, ""ROAM_MOMENTUM_WEIGHT"": 0.11673508641434105, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 6.558147472928815, ""SPLIT_DEPTH_COST"": 3.602805013857572, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.3984996950445063, ""SPLIT_FRAGMENT_COST"": 0.1974667327766075, ""SPLIT_LARGER_OWNER_RATIO"": 1.0290639389855039, ""SPLIT_MIN_UTILITY"": 3.948900832960125, ""SPLIT_PLAN_WAIT_TICKS"": 3, ""SPLIT_REACH_RELIABILITY"": 0.6431960827493406, ""STEP_RADIUS_MULT"": 1.2753204697999139, ""VIRUS_ENEMY_RANGE_MULT"": 6.785507545204887, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 2.0447439039500073, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.1834484683703563, ""VIRUS_MAX_FARM_MASS"": 258.20206572845814}"
