trial,state,value,expected_mass,failure_rate,params
46,PRUNED,5.0928898949881125,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 11.476272401036258, ""CHASE_BLOCK_OFFSET_MULT"": 1.2220856289729598, ""CHASE_DIRECT_RANGE_MULT"": 4.36427504221055, ""CHASE_DISTANCE_WEIGHT"": 0.05674488986035576, ""CHASE_ETA_WEIGHT"": 0.8812456656290093, ""CHASE_LOCK_BONUS"": 6.106678992940145, ""CHASE_LOCK_TICKS"": 39, ""CHASE_MAX_INTERCEPT_TICKS"": 12.68811933498608, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.4021978649574499, ""CHASE_WALL_HORIZON"": 31.442858589687074, ""ESCAPE_DIRECT_RANGE_MULT"": 7.847160354511749, ""ESCAPE_HARD_MARGIN"": 0.01192324965198404, ""ESCAPE_MOVE_WEIGHT"": 126.99573815032774, ""ESCAPE_SPLIT_REACH_BUFFER"": 0.9350049514173174, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 158.52373796442998, ""ESCAPE_WALL_WEIGHT"": 213.32550065992598, ""FOOD_CLUSTER_RADIUS"": 4.750395261776527, ""FOOD_CLUSTER_WEIGHT"": 1.231546131604959, ""FOOD_DISTANCE_POWER"": 2.1320668538436145, ""FOOD_LOCK_TICKS"": 27, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 0.1770702718827788, ""ROAM_MOMENTUM_WEIGHT"": 1.0715421031821513, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 4.9200286336356704, ""SPLIT_DEPTH_COST"": 3.5682462282959078, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.8055552186944, ""SPLIT_FRAGMENT_COST"": 0.05801753624687582, ""SPLIT_LARGER_OWNER_RATIO"": 1.1024138421693355, ""SPLIT_MIN_UTILITY"": 0.331760205698715, ""SPLIT_PLAN_WAIT_TICKS"": 7, ""SPLIT_REACH_RELIABILITY"": 0.6830551973262055, ""STEP_RADIUS_MULT"": 1.395094973894361, ""VIRUS_ENEMY_RANGE_MULT"": 6.451701625264292, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 1.5613714920340487, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.8764503606094277, ""VIRUS_MAX_FARM_MASS"": 278.6086504373503}"
47,COMPLETE,20.91475531101284,22.080342046801633,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 10.173111884326424, ""CHASE_BLOCK_OFFSET_MULT"": 1.2846991645872259, ""CHASE_DIRECT_RANGE_MULT"": 3.448873812646427, ""CHASE_DISTANCE_WEIGHT"": 0.11780856642076676, ""CHASE_ETA_WEIGHT"": 0.40683619882038297, ""CHASE_LOCK_BONUS"": 13.549524953323141, ""CHASE_LOCK_TICKS"": 47, ""CHASE_MAX_INTERCEPT_TICKS"": 8.918170104015953, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.5754108584299473, ""CHASE_WALL_HORIZON"": 30.700415308541256, ""ESCAPE_DIRECT_RANGE_MULT"": 7.467502968732279, ""ESCAPE_HARD_MARGIN"": 0.051024478374282964, ""ESCAPE_MOVE_WEIGHT"": 121.21092543397017, ""ESCAPE_SPLIT_REACH_BUFFER"": 0.9753255670684969, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 194.50422855869923, ""ESCAPE_WALL_WEIGHT"": 251.48766088661077, ""FOOD_CLUSTER_RADIUS"": 6.849428715594176, ""FOOD_CLUSTER_WEIGHT"": 2.78017453819385, ""FOOD_DISTANCE_POWER"": 2.135977523515224, ""FOOD_LOCK_TICKS"": 27, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 12, ""ORDER_PROFILE"": ""split_first"", ""ROAM_CENTER_WEIGHT"": 0.2475549691538987, ""ROAM_MOMENTUM_WEIGHT"": 1.4320510926906669, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 4.3177372686731195, ""SPLIT_DEPTH_COST"": 4.671376681223208, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.6107118950435653, ""SPLIT_FRAGMENT_COST"": 0.05440876800940669, ""SPLIT_LARGER_OWNER_RATIO"": 0.9704143481220714, ""SPLIT_MIN_UTILITY"": 4.159489221512281, ""SPLIT_PLAN_WAIT_TICKS"": 7, ""SPLIT_REACH_RELIABILITY"": 0.6420025931136083, ""STEP_RADIUS_MULT"": 1.2871493422037397, ""VIRUS_ENEMY_RANGE_MULT"": 5.339601764595088, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 0.9168919640780767, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.7376447540820148, ""VIRUS_MAX_FARM_MASS"": 246.66466244209136}"
48,PRUNED,10.400274628735746,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 4.184243412121337, ""CHASE_BLOCK_OFFSET_MULT"": 0.9005540630310376, ""CHASE_DIRECT_RANGE_MULT"": 1.6591307436720861, ""CHASE_DISTANCE_WEIGHT"": 0.141143494088238, ""CHASE_ETA_WEIGHT"": 0.42292663823298504, ""CHASE_LOCK_BONUS"": 13.99725935995721, ""CHASE_LOCK_TICKS"": 215, ""CHASE_MAX_INTERCEPT_TICKS"": 6.316202679197944, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.5443270430769289, ""CHASE_WALL_HORIZON"": 16.13860002354394, ""ESCAPE_DIRECT_RANGE_MULT"": 6.11175799868809, ""ESCAPE_HARD_MARGIN"": 0.11027510898304821, ""ESCAPE_MOVE_WEIGHT"": 167.00697171664288, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0956165514586373, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 586.7655391543987, ""ESCAPE_WALL_WEIGHT"": 600.9543452386591, ""FOOD_CLUSTER_RADIUS"": 3.199339549362704, ""FOOD_CLUSTER_WEIGHT"": 0.39886845228647616, ""FOOD_DISTANCE_POWER"": 1.2615228794622393, ""FOOD_LOCK_TICKS"": 13, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.3119714900722566, ""ROAM_MOMENTUM_WEIGHT"": 1.353947633406186, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 3.0806794740741523, ""SPLIT_DEPTH_COST"": 3.077218379476853, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 2.8036476908084365, ""SPLIT_FRAGMENT_COST"": 0.15413819729297135, ""SPLIT_LARGER_OWNER_RATIO"": 1.1739925030405165, ""SPLIT_MIN_UTILITY"": 7.885119062251393, ""SPLIT_PLAN_WAIT_TICKS"": 7, ""SPLIT_REACH_RELIABILITY"": 0.8587855971208772, ""STEP_RADIUS_MULT"": 1.6076765960905361, ""VIRUS_ENEMY_RANGE_MULT"": 3.6442480800946355, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 0.3494899620548426, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.7940763754679543, ""VIRUS_MAX_FARM_MASS"": 299.7124315746739}"
49,PRUNED,21.05182262988444,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.901785426439407, ""CHASE_BLOCK_OFFSET_MULT"": 1.0837577529503406, ""CHASE_DIRECT_RANGE_MULT"": 4.298712825113677, ""CHASE_DISTANCE_WEIGHT"": 0.7693014931241146, ""CHASE_ETA_WEIGHT"": 1.2651238997960115, ""CHASE_LOCK_BONUS"": 33.18760106396014, ""CHASE_LOCK_TICKS"": 93, ""CHASE_MAX_INTERCEPT_TICKS"": 8.908374160147464, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.7853615661236109, ""CHASE_WALL_HORIZON"": 24.635550166897282, ""ESCAPE_DIRECT_RANGE_MULT"": 5.956553107177904, ""ESCAPE_HARD_MARGIN"": 0.077141712667997, ""ESCAPE_MOVE_WEIGHT"": 114.42312125124599, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0771869567189771, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1231.9162564036776, ""ESCAPE_WALL_WEIGHT"": 193.43570105721793, ""FOOD_CLUSTER_RADIUS"": 2.9662874031705737, ""FOOD_CLUSTER_WEIGHT"": 2.1509876245652246, ""FOOD_DISTANCE_POWER"": 1.7685371565740637, ""FOOD_LOCK_TICKS"": 15, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 12, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 0.5172778781066166, ""ROAM_MOMENTUM_WEIGHT"": 0.1045071130960135, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 11.79354413680902, ""SPLIT_DEPTH_COST"": 3.4534023386194224, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.4343009753893865, ""SPLIT_FRAGMENT_COST"": 0.635660983099793, ""SPLIT_LARGER_OWNER_RATIO"": 1.1519529425349284, ""SPLIT_MIN_UTILITY"": 9.739565147960727, ""SPLIT_PLAN_WAIT_TICKS"": 6, ""SPLIT_REACH_RELIABILITY"": 0.6378465720035594, ""STEP_RADIUS_MULT"": 1.5151853878996306, ""VIRUS_ENEMY_RANGE_MULT"": 8.678961130431144, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 3.8950697211313714, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.0289125912125219, ""VIRUS_MAX_FARM_MASS"": 74.12209572789196}"
50,PRUNED,20.55208298380844,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.525127799656333, ""CHASE_BLOCK_OFFSET_MULT"": 1.3074897899819589, ""CHASE_DIRECT_RANGE_MULT"": 3.976569254164848, ""CHASE_DISTANCE_WEIGHT"": 0.12105614516431434, ""CHASE_ETA_WEIGHT"": 4.097073510462067, ""CHASE_LOCK_BONUS"": 37.22152502411435, ""CHASE_LOCK_TICKS"": 156, ""CHASE_MAX_INTERCEPT_TICKS"": 9.841230312931316, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.6966787624342661, ""CHASE_WALL_HORIZON"": 21.410320205214173, ""ESCAPE_DIRECT_RANGE_MULT"": 4.873290278872461, ""ESCAPE_HARD_MARGIN"": 0.05353027228224151, ""ESCAPE_MOVE_WEIGHT"": 87.73632591902378, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0966612153879385, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 798.1259574921685, ""ESCAPE_WALL_WEIGHT"": 124.37036365048698, ""FOOD_CLUSTER_RADIUS"": 2.5362678268541687, ""FOOD_CLUSTER_WEIGHT"": 1.250009559546311, ""FOOD_DISTANCE_POWER"": 1.99719453358374, ""FOOD_LOCK_TICKS"": 19, ""MAX_ENEMIES"": 18, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 0.9616888552725203, ""ROAM_MOMENTUM_WEIGHT"": 0.07778126295821987, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 14.730977656885905, ""SPLIT_DEPTH_COST"": 3.0067655808903355, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.053166898724946, ""SPLIT_FRAGMENT_COST"": 0.34647525626705156, ""SPLIT_LARGER_OWNER_RATIO"": 0.9599428118107827, ""SPLIT_MIN_UTILITY"": 9.882913098717967, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.6739470924553195, ""STEP_RADIUS_MULT"": 1.540351401757715, ""VIRUS_ENEMY_RANGE_MULT"": 8.606545273255735, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 2.313499298842225, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.0426476276705108, ""VIRUS_MAX_FARM_MASS"": 191.16541772566418}"
51,PRUNED,12.227252471715426,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.970290978779099, ""CHASE_BLOCK_OFFSET_MULT"": 1.392995959654453, ""CHASE_DIRECT_RANGE_MULT"": 3.5080700133825813, ""CHASE_DISTANCE_WEIGHT"": 0.11846379295861359, ""CHASE_ETA_WEIGHT"": 1.822997648862342, ""CHASE_LOCK_BONUS"": 13.029579399123, ""CHASE_LOCK_TICKS"": 42, ""CHASE_MAX_INTERCEPT_TICKS"": 11.20246721597102, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.387099857281417, ""CHASE_WALL_HORIZON"": 34.75759621922333, ""ESCAPE_DIRECT_RANGE_MULT"": 5.6708713153402055, ""ESCAPE_HARD_MARGIN"": 0.10714300630115076, ""ESCAPE_MOVE_WEIGHT"": 192.31307286376762, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.0387738459219698, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 458.0652083284067, ""ESCAPE_WALL_WEIGHT"": 578.0863807107943, ""FOOD_CLUSTER_RADIUS"": 5.767869233916438, ""FOOD_CLUSTER_WEIGHT"": 1.3954016016755786, ""FOOD_DISTANCE_POWER"": 1.8660700527281093, ""FOOD_LOCK_TICKS"": 30, ""MAX_ENEMIES"": 21, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""split_first"", ""ROAM_CENTER_WEIGHT"": 0.24574759518026656, ""ROAM_MOMENTUM_WEIGHT"": 0.9622404068307555, ""SAFETY_OWN_PIECES"": 3, ""SPLIT_CAPTURE_WEIGHT"": 5.484114369099204, ""SPLIT_DEPTH_COST"": 3.616122584410999, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 2.9950403371481134, ""SPLIT_FRAGMENT_COST"": 0.025239676897179472, ""SPLIT_LARGER_OWNER_RATIO"": 0.9991208023747727, ""SPLIT_MIN_UTILITY"": 2.3736772250821074, ""SPLIT_PLAN_WAIT_TICKS"": 8, ""SPLIT_REACH_RELIABILITY"": 0.6970385897211999, ""STEP_RADIUS_MULT"": 1.4920273154284829, ""VIRUS_ENEMY_RANGE_MULT"": 6.671498548496997, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 0.71666115007528, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.4402015403519954, ""VIRUS_MAX_FARM_MASS"": 277.0453296050508}"
52,PRUNED,4.342791092131561,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 8.156627821060473, ""CHASE_BLOCK_OFFSET_MULT"": 1.2857171571896253, ""CHASE_DIRECT_RANGE_MULT"": 3.1972428830463944, ""CHASE_DISTANCE_WEIGHT"": 0.8352654851816023, ""CHASE_ETA_WEIGHT"": 0.6375720680216052, ""CHASE_LOCK_BONUS"": 20.267353836581428, ""CHASE_LOCK_TICKS"": 160, ""CHASE_MAX_INTERCEPT_TICKS"": 8.528407471263124, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.7781516647007504, ""CHASE_WALL_HORIZON"": 21.686317137468983, ""ESCAPE_DIRECT_RANGE_MULT"": 5.163138406254612, ""ESCAPE_HARD_MARGIN"": 0.1994147628937587, ""ESCAPE_MOVE_WEIGHT"": 118.44225031794345, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1531282173526747, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1235.5929350116899, ""ESCAPE_WALL_WEIGHT"": 130.26685988294145, ""FOOD_CLUSTER_RADIUS"": 5.068435096071935, ""FOOD_CLUSTER_WEIGHT"": 2.0086036129777085, ""FOOD_DISTANCE_POWER"": 2.181398811859384, ""FOOD_LOCK_TICKS"": 10, ""MAX_ENEMIES"": 18, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_then_split"", ""ROAM_CENTER_WEIGHT"": 0.626649985853795, ""ROAM_MOMENTUM_WEIGHT"": 0.83419905609969, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 8.517478680270491, ""SPLIT_DEPTH_COST"": 1.8138876895620295, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 2.328818017675114, ""SPLIT_FRAGMENT_COST"": 0.3582836104848085, ""SPLIT_LARGER_OWNER_RATIO"": 1.1020423068841847, ""SPLIT_MIN_UTILITY"": 8.194356325942309, ""SPLIT_PLAN_WAIT_TICKS"": 7, ""SPLIT_REACH_RELIABILITY"": 0.701522533517547, ""STEP_RADIUS_MULT"": 1.3801094182817986, ""VIRUS_ENEMY_RANGE_MULT"": 7.8587414222461955, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 3.191118717985834, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.8046993226755802, ""VIRUS_MAX_FARM_MASS"": 125.83436133497166}"
53,PRUNED,18.113012923162394,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 4.677912033241942, ""CHASE_BLOCK_OFFSET_MULT"": 0.957949647699846, ""CHASE_DIRECT_RANGE_MULT"": 3.318590019459889, ""CHASE_DISTANCE_WEIGHT"": 0.05438885297699402, ""CHASE_ETA_WEIGHT"": 0.2630426309619352, ""CHASE_LOCK_BONUS"": 33.97746817549395, ""CHASE_LOCK_TICKS"": 216, ""CHASE_MAX_INTERCEPT_TICKS"": 5.8175268682092955, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.20101335169909246, ""CHASE_WALL_HORIZON"": 23.034854335277867, ""ESCAPE_DIRECT_RANGE_MULT"": 5.107528430313932, ""ESCAPE_HARD_MARGIN"": 0.19035598759726802, ""ESCAPE_MOVE_WEIGHT"": 254.22171576258182, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.072523611293086, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 539.4858450376096, ""ESCAPE_WALL_WEIGHT"": 266.8349833199439, ""FOOD_CLUSTER_RADIUS"": 4.232505470860898, ""FOOD_CLUSTER_WEIGHT"": 1.356808089047582, ""FOOD_DISTANCE_POWER"": 0.9222975033189608, ""FOOD_LOCK_TICKS"": 19, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_then_split"", ""ROAM_CENTER_WEIGHT"": 0.19737969501332042, ""ROAM_MOMENTUM_WEIGHT"": 1.3507903365680047, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 4.844236056753852, ""SPLIT_DEPTH_COST"": 4.180591914080129, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 1.4255678201013726, ""SPLIT_FRAGMENT_COST"": 0.21858318764850446, ""SPLIT_LARGER_OWNER_RATIO"": 1.0991963558726179, ""SPLIT_MIN_UTILITY"": 9.761927732316224, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.8092895726486641, ""STEP_RADIUS_MULT"": 1.5632340683380845, ""VIRUS_ENEMY_RANGE_MULT"": 4.780928978334516, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 0.5796024093505315, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.7302454535268454, ""VIRUS_MAX_FARM_MASS"": 192.20128693345524}"
54,PRUNED,7.333323307181075,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 7.7866336169006765, ""CHASE_BLOCK_OFFSET_MULT"": 0.4758951794169893, ""CHASE_DIRECT_RANGE_MULT"": 1.890665062885451, ""CHASE_DISTANCE_WEIGHT"": 0.07378744337823064, ""CHASE_ETA_WEIGHT"": 0.6562022253677428, ""CHASE_LOCK_BONUS"": 9.971241032352626, ""CHASE_LOCK_TICKS"": 129, ""CHASE_MAX_INTERCEPT_TICKS"": 7.670706602230054, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.3087611142313502, ""CHASE_WALL_HORIZON"": 26.863795614876842, ""ESCAPE_DIRECT_RANGE_MULT"": 4.789999891355636, ""ESCAPE_HARD_MARGIN"": 0.12190065908267896, ""ESCAPE_MOVE_WEIGHT"": 198.60848896494394, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.04438159015902, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 764.0132414531898, ""ESCAPE_WALL_WEIGHT"": 497.08200567833353, ""FOOD_CLUSTER_RADIUS"": 4.68486712362267, ""FOOD_CLUSTER_WEIGHT"": 0.6853614725396361, ""FOOD_DISTANCE_POWER"": 1.1753804148771074, ""FOOD_LOCK_TICKS"": 28, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_then_split"", ""ROAM_CENTER_WEIGHT"": 1.2096408276415431, ""ROAM_MOMENTUM_WEIGHT"": 0.6999833627183566, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 3.6033065386497816, ""SPLIT_DEPTH_COST"": 3.4361083140599327, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 2.6474700691264785, ""SPLIT_FRAGMENT_COST"": 0.5035770475014621, ""SPLIT_LARGER_OWNER_RATIO"": 0.9994798288513178, ""SPLIT_MIN_UTILITY"": 6.039464742435596, ""SPLIT_PLAN_WAIT_TICKS"": 6, ""SPLIT_REACH_RELIABILITY"": 0.685259131196378, ""STEP_RADIUS_MULT"": 1.5261535824335162, ""VIRUS_ENEMY_RANGE_MULT"": 4.141458842195733, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 0.30561498840783136, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 1.609398973295182, ""VIRUS_MAX_FARM_MASS"": 164.49874460543114}"
55,PRUNED,15.47249034114691,,,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.300209285889231, ""CHASE_BLOCK_OFFSET_MULT"": 1.0144725784186006, ""CHASE_DIRECT_RANGE_MULT"": 3.5626567765023562, ""CHASE_DISTANCE_WEIGHT"": 0.15611504301704612, ""CHASE_ETA_WEIGHT"": 0.660395750403699, ""CHASE_LOCK_BONUS"": 24.922376860891024, ""CHASE_LOCK_TICKS"": 99, ""CHASE_MAX_INTERCEPT_TICKS"": 9.532179336823887, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.6387558602839774, ""CHASE_WALL_HORIZON"": 14.768645024208727, ""ESCAPE_DIRECT_RANGE_MULT"": 6.303651997346941, ""ESCAPE_HARD_MARGIN"": 0.010296007222850227, ""ESCAPE_MOVE_WEIGHT"": 132.4650746200249, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.065286250483559, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 882.4844194398027, ""ESCAPE_WALL_WEIGHT"": 125.29101688303031, ""FOOD_CLUSTER_RADIUS"": 2.5310538341727318, ""FOOD_CLUSTER_WEIGHT"": 2.202940390522117, ""FOOD_DISTANCE_POWER"": 1.6275831889527277, ""FOOD_LOCK_TICKS"": 16, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_then_split"", ""ROAM_CENTER_WEIGHT"": 0.6279894918666169, ""ROAM_MOMENTUM_WEIGHT"": 0.3007452002337319, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 9.040615311646018, ""SPLIT_DEPTH_COST"": 2.1211059118460587, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.9395865437600072, ""SPLIT_FRAGMENT_COST"": 0.34643321577666925, ""SPLIT_LARGER_OWNER_RATIO"": 0.9725501017759217, ""SPLIT_MIN_UTILITY"": 8.299769676469062, ""SPLIT_PLAN_WAIT_TICKS"": 5, ""SPLIT_REACH_RELIABILITY"": 0.6950934305980447, ""STEP_RADIUS_MULT"": 1.5585676650560938, ""VIRUS_ENEMY_RANGE_MULT"": 8.323177826746095, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 3.3247190083504985, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.810910679259312, ""VIRUS_MAX_FARM_MASS"": 79.63530855880984}"
56,COMPLETE,27.533660831353277,28.49991955408584,0.0,"{""CHASE_ACQUIRE_RANGE_MULT"": 9.072114470990572, ""CHASE_BLOCK_OFFSET_MULT"": 1.4978095003309608, ""CHASE_DIRECT_RANGE_MULT"": 4.252496823244677, ""CHASE_DISTANCE_WEIGHT"": 0.31633969958325264, ""CHASE_ETA_WEIGHT"": 2.091509818734027, ""CHASE_LOCK_BONUS"": 32.63389794113344, ""CHASE_LOCK_TICKS"": 79, ""CHASE_MAX_INTERCEPT_TICKS"": 13.083045083736458, ""CHASE_VELOCITY_NEW_WEIGHT"": 0.41702990121881334, ""CHASE_WALL_HORIZON"": 14.63443144755017, ""ESCAPE_DIRECT_RANGE_MULT"": 5.667791317552703, ""ESCAPE_HARD_MARGIN"": 0.10847199726187653, ""ESCAPE_MOVE_WEIGHT"": 82.31835762572936, ""ESCAPE_SPLIT_REACH_BUFFER"": 1.1598511262791267, ""ESCAPE_VIRUS_SHIELD_WEIGHT"": 1036.2641426547602, ""ESCAPE_WALL_WEIGHT"": 139.5468990752718, ""FOOD_CLUSTER_RADIUS"": 3.369296293131597, ""FOOD_CLUSTER_WEIGHT"": 0.5608686512939663, ""FOOD_DISTANCE_POWER"": 1.69610397265798, ""FOOD_LOCK_TICKS"": 17, ""MAX_ENEMIES"": 24, ""NUM_DIRECTIONS"": 16, ""ORDER_PROFILE"": ""escape_first"", ""ROAM_CENTER_WEIGHT"": 1.0290889464530057, ""ROAM_MOMENTUM_WEIGHT"": 0.38832447871749654, ""SAFETY_OWN_PIECES"": 2, ""SPLIT_CAPTURE_WEIGHT"": 14.279378711235076, ""SPLIT_DEPTH_COST"": 5.8770697048565665, ""SPLIT_EXTERNAL_RISK_WEIGHT"": 0.7770400371452958, ""SPLIT_FRAGMENT_COST"": 0.3931147347156765, ""SPLIT_LARGER_OWNER_RATIO"": 0.9569035552335167, ""SPLIT_MIN_UTILITY"": 9.830104494160778, ""SPLIT_PLAN_WAIT_TICKS"": 4, ""SPLIT_REACH_RELIABILITY"": 0.7375494418279326, ""STEP_RADIUS_MULT"": 1.3419381705758568, ""VIRUS_ENEMY_RANGE_MULT"": 5.8094968384977035, ""VIRUS_MANUAL_SPLIT_RISK_COST"": 4.444535156274957, ""VIRUS_MANUAL_SPLIT_TIME_BONUS"": 0.60025127025176, ""VIRUS_MAX_FARM_MASS"": 121.23045275240924}"
