run,success,final_mass,rank,elapsed_seconds,return_code,error
1,True,45.01933972769001,1,19.577885,0,
2,True,0.9910822689410608,8,19.602201,0,
3,True,34.814314245826424,2,20.229361,0,
4,True,10.322193879512774,2,19.327598,0,
5,True,60.62479299744019,1,21.435948,0,
6,True,56.64054536138183,1,19.855109,0,
7,True,1.4048787579918198,5,20.137583,0,
8,True,90.13804664852938,1,20.256408,0,
9,True,46.37851655214021,1,19.958791,0,
10,True,70.4891853459196,1,18.916732,0,
11,True,18.58640588184739,3,19.515339,0,
12,True,0.9863294058204249,6,19.651916,0,
13,True,36.857009302320954,2,19.128952,0,
14,True,1.2264781340744755,6,20.204005,0,
15,True,46.270015451133794,2,20.019604,0,
16,True,57.35119215737079,1,18.692313,0,
17,True,16.774962759814052,2,19.850517,0,
18,True,57.655656728348845,1,19.712339,0,
19,True,1.2740151677912863,7,18.974959,0,
20,True,7.371732682396668,2,19.915697,0,
21,True,1.4964514150336896,5,19.019845,0,
22,True,89.93018393310075,1,20.580514,0,
23,True,1.8303823585727457,3,18.850007,0,
24,True,0.81,7,20.558041,0,
25,True,2.0269700383373825,6,19.470055,0,
26,True,1.3556455502741565,6,20.775333,0,
27,True,2.1295625452837292,4,19.85586,0,
28,True,0.81,8,19.620361,0,
29,True,39.698673033676144,2,19.563714,0,
30,True,32.00326776348446,2,19.272245,0,
31,True,98.79373896581902,1,21.810572,0,
32,True,6.405686525101004,3,19.303661,0,
33,True,12.620810125050028,2,18.772683,0,
34,True,2.117623466506266,4,19.536617,0,
35,True,44.68732555214004,2,20.61626,0,
36,True,1.638263590807479,3,19.620229,0,
37,True,81.77112088156348,1,18.925785,0,
38,True,2.740120803754713,3,19.000776,0,
39,True,46.79676988594703,2,20.870981,0,
40,True,27.818182185431183,3,21.004256,0,
