run,success,final_mass,rank,elapsed_seconds,return_code,error
1,True,5.830887374014381,3,18.826546,0,
2,True,1.2668868525574104,4,17.944019,0,
3,True,30.676886040951207,2,19.882579,0,
4,True,1.2891939392545801,4,19.248949,0,
5,True,1.2504830941472524,4,17.906868,0,
6,True,74.30002597572233,1,20.907294,0,
7,True,51.95627768342689,1,19.102681,0,
8,True,2.4928490044988525,3,18.579304,0,
9,True,1.3531402732119304,4,21.398079,0,
10,True,1.0021353405383866,7,19.65014,0,
11,True,22.757617673209886,2,20.28133,0,
12,True,65.98478006794134,1,20.684782,0,
13,True,22.31334591417626,2,19.872089,0,
14,True,8.950099316514718,4,20.032858,0,
15,True,0.950423084387095,7,18.828114,0,
16,True,0.8647031049456333,6,18.142837,0,
17,True,76.77824014873283,1,19.961529,0,
18,True,56.88469509677829,1,19.195139,0,
19,True,1.1061621947636533,6,19.740764,0,
20,True,88.17818517724787,1,19.478437,0,
21,True,37.775565542632656,1,17.51325,0,
22,True,93.29777898790401,1,21.889425,0,
23,True,2.4505629902553028,3,18.347409,0,
24,True,50.80974813420885,2,20.052845,0,
25,True,0.8380972785157675,7,19.862354,0,
26,True,1.0935192179021067,5,22.295848,0,
27,True,1.103083995468337,5,18.938178,0,
28,True,31.14716368866047,2,20.682386,0,
29,True,26.216301430504206,2,17.916665,0,
30,True,34.80161228078213,2,19.293332,0,
31,True,0.869028503286573,8,19.026201,0,
32,True,1.3968903880742591,5,18.847089,0,
33,True,16.524897672610592,3,18.756852,0,
34,True,12.441200698716973,4,19.214362,0,
35,True,11.662150204347515,2,20.447403,0,
36,True,1.2547033615769365,4,19.383808,0,
37,True,68.140581926428,1,20.308951,0,
38,True,1.406781090729843,5,20.684303,0,
39,True,27.5420969400213,2,19.639075,0,
40,True,13.836585418578517,2,20.014828,0,
