run,success,final_mass,rank,elapsed_seconds,return_code,error
64,True,1.0395652946540532,8,20.944065,0,
65,True,2.1571963172670285,5,21.291032,0,
66,True,1.894976524529548,6,20.930331,0,
67,True,1.5834870368740257,6,20.069181,0,
68,True,80.0760790814979,1,20.139846,0,
69,True,1.9734014551189658,6,22.769951,0,
70,True,5.178112678579398,2,19.701842,0,
71,True,61.11960467274567,1,21.201919,0,
72,True,6.603370657493068,5,23.33481,0,
73,True,66.23576152719374,1,21.798273,0,
74,True,1.7896996996769217,3,21.785579,0,
75,True,20.296280178988283,3,21.237355,0,
76,True,29.062479796464224,2,20.696254,0,
77,True,1.417925907843872,6,21.953271,0,
78,True,2.6099143133099254,4,22.431685,0,
79,True,1.4065240681338524,8,21.851474,0,
80,True,0.81,8,20.937692,0,
81,True,1.1416186369476262,6,21.098022,0,
82,True,2.093388805478182,5,21.488808,0,
83,True,18.249740930382263,3,20.58015,0,
84,True,1.8813424089885187,6,19.560555,0,
85,True,22.5248045911119,3,19.966579,0,
86,True,1.5880288187275167,4,20.719356,0,
87,True,5.190570115697144,4,20.536055,0,
88,True,0.8607296828708578,7,20.433432,0,
89,True,11.042174601378441,3,21.117655,0,
90,True,1.7830714662944804,7,19.572405,0,
91,True,7.2435746301640185,3,20.454282,0,
92,True,38.07385866089254,2,20.42507,0,
93,True,2.5293953280188934,3,21.700384,0,
94,True,1.5347095294575666,6,20.029295,0,
95,True,0.8308349999999999,6,20.751688,0,
96,True,0.887005799577743,8,21.08722,0,
97,True,1.85483327047458,4,21.769241,0,
98,True,0.8425888292930916,7,20.029858,0,
99,True,25.723495092958206,2,20.545572,0,
100,True,2.0046655513585265,4,19.835558,0,
101,True,0.922301320968378,8,20.663948,0,
102,True,0.8611715534853218,7,21.079631,0,
103,True,60.07874441275032,1,21.107113,0,
104,True,3.840642528429983,3,22.243937,0,
105,True,8.012342584630671,2,20.354162,0,
106,True,39.43366304258592,2,20.892385,0,
107,True,0.8743174225890123,8,21.801907,0,
108,True,2.5231870907343117,3,20.792829,0,
109,True,1.3751863882901747,5,21.375786,0,
110,True,1.0576868730753068,7,21.562618,0,
111,True,10.12021690589489,4,19.985775,0,
112,True,8.246351629825256,3,21.86781,0,
113,True,61.33478115724006,1,21.701549,0,
114,True,26.124855105165924,2,20.387255,0,
115,True,1.4558893576348622,6,21.637732,0,
116,True,7.040923160122366,2,20.596472,0,
117,True,1.8391991398761869,7,21.54307,0,
118,True,94.9116055286125,1,20.550363,0,
119,True,2.459733586564063,3,20.849807,0,
120,True,1.2967515567215906,6,21.768146,0,
121,True,0.0,7,21.476249,0,
122,True,1.7212003856077676,5,21.404737,0,
123,True,2.8353633958272826,4,21.496234,0,
124,True,0.9187558440465349,7,22.484314,0,
125,True,2.2017451196915276,5,19.683339,0,
126,True,0.0,7,20.175733,0,
127,True,2.0793206553409735,5,21.341378,0,
128,True,1.0105230399193916,6,20.391571,0,
129,True,21.214638939723176,2,21.29511,0,
130,True,20.127345185210448,3,19.883341,0,
131,True,49.791506778715615,1,21.722135,0,
132,True,1.789749687523019,6,20.886832,0,
133,True,2.5164983582119853,3,22.301591,0,
134,True,3.086188866188755,5,21.023087,0,
135,True,2.0404966056589964,5,22.099559,0,
136,True,26.13694198741398,2,22.300259,0,
137,True,2.1944501661259666,5,20.510013,0,
138,True,1.1789852038593616,6,19.704267,0,
139,True,1.3503127957145413,6,21.725592,0,
140,True,1.071102322521073,8,21.380869,0,
141,True,0.9128201147689283,6,20.876345,0,
142,True,9.74979431451682,3,20.367185,0,
143,True,66.97859466466717,1,20.958942,0,
144,True,68.85641969401154,1,20.40729,0,
145,True,5.277711797221341,4,20.037908,0,
146,True,1.262646177833833,3,21.350661,0,
147,True,2.745715218222525,5,21.317265,0,
148,True,0.8712940274382229,7,19.113364,0,
149,True,1.7199126485875298,5,21.29267,0,
150,True,1.3090548110225733,6,21.117713,0,
151,True,25.030455525834807,3,21.727885,0,
152,True,2.1177356929074156,3,20.224204,0,
153,True,0.8448803562799996,8,22.263983,0,
154,True,9.12546843413095,4,21.258872,0,
155,True,2.099305170350516,5,19.308621,0,
156,True,1.3293406359088642,7,21.989891,0,
157,True,1.2976394880909548,5,21.769942,0,
158,True,1.0814457795138692,7,20.15292,0,
159,True,5.045233907225672,4,20.784173,0,
160,True,5.049961288501664,5,21.182421,0,
161,True,2.3928462191130526,4,20.748048,0,
162,True,17.09204315251786,3,20.559616,0,
163,True,16.878077444772725,3,19.540353,0,
164,True,2.4554592607457257,4,20.993017,0,
165,True,5.148197065712238,4,20.175098,0,
166,True,1.9176325993914995,4,20.882853,0,
167,True,1.2298736724972035,6,20.790471,0,
168,True,0.81,8,21.482618,0,
169,True,4.156544552664705,3,20.813826,0,
170,True,7.500567806934073,4,20.757727,0,
171,True,24.876522935245916,3,21.571689,0,
172,True,2.347082409541876,3,19.538351,0,
173,True,67.98540866793974,1,19.158227,0,
174,True,1.1976018812903289,8,20.175894,0,
175,True,1.64327316141193,5,21.26349,0,
176,True,79.67047685582236,1,20.348138,0,
177,True,13.981703666960174,2,20.020381,0,
178,True,2.615386456020086,4,20.082982,0,
179,True,0.0,7,20.208718,0,
180,True,1.5948967318617187,4,19.689749,0,
181,True,1.7332380153791702,6,21.071446,0,
182,True,2.36549927468375,3,21.985686,0,
183,True,67.35022356351921,1,21.258026,0,
184,True,34.404621263394475,2,20.605178,0,
185,True,55.77360815694129,1,19.8876,0,
186,True,79.93830050487578,1,20.438782,0,
187,True,18.47970635162642,4,22.502528,0,
188,True,0.9980352718911474,7,21.496205,0,
189,True,1.16614887475374,7,20.494697,0,
190,True,50.82838506894673,1,20.010848,0,
191,True,40.26999733267828,2,21.756415,0,
192,True,1.1016937362282315,5,20.349057,0,
193,True,2.7239300828505058,4,20.121021,0,
194,True,1.9231763107959916,4,21.528554,0,
195,True,2.705419872793327,3,19.569717,0,
196,True,3.147307077944494,2,21.461092,0,
197,True,1.0745477636997463,6,20.570871,0,
198,True,1.0572235510093708,8,20.528429,0,
199,True,13.655364670156002,4,21.758486,0,
200,True,0.9978129184780914,8,20.558562,0,
