run,success,final_mass,rank,elapsed_seconds,return_code,error
1,True,54.43148667350064,1,19.840634,0,
2,True,16.37980443128429,2,19.827481,0,
3,True,0.0,8,19.260672,0,
4,True,0.8308349999999999,8,19.139508,0,
5,True,59.85841759594951,1,23.155347,0,
6,True,54.02340606955541,2,21.225503,0,
7,True,43.683238754770414,2,21.525296,0,
8,True,1.274613470776667,6,20.191478,0,
9,True,0.9488807928012436,8,19.191756,0,
10,True,65.79405013941077,1,19.131686,0,
11,True,0.9236248427559534,6,20.767378,0,
12,True,26.733431283809214,3,21.558889,0,
13,True,14.543393900161522,3,18.893168,0,
14,True,33.06516900724855,2,19.913224,0,
15,True,23.16818236001057,3,20.774184,0,
16,True,14.391795546210508,3,19.448099,0,
17,True,68.50471628906305,1,19.184429,0,
18,True,59.160537487171545,1,18.451601,0,
19,True,1.1677265259929899,7,19.344406,0,
20,True,0.8357099037869076,6,19.76781,0,
21,True,18.630573271653773,2,19.607573,0,
22,True,54.72664838338959,1,20.028167,0,
23,True,57.24102035564596,1,18.300091,0,
24,True,79.37533899252315,1,19.384088,0,
25,True,1.947208561011468,4,20.90304,0,
26,True,11.350564136609393,3,19.461404,0,
27,True,1.2619964222096756,5,19.40385,0,
28,True,12.8450025992843,3,20.359765,0,
29,True,53.784999789330335,1,18.922027,0,
30,True,1.2280518947696606,4,18.780323,0,
31,True,71.0340368226527,1,19.16163,0,
32,True,22.69943431450951,2,20.148772,0,
33,True,25.35910671796564,2,19.440192,0,
34,True,2.02613816935042,4,19.043497,0,
35,True,2.3268404355499848,4,18.530923,0,
36,True,0.9380356506768155,6,19.369486,0,
37,True,1.2080761242979916,6,18.730654,0,
38,True,36.00046727742093,3,20.130951,0,
39,True,1.9433035783423969,5,17.985535,0,
40,True,22.394874672574524,2,19.640807,0,
